SYMBOL,ENSEMBL,ENTREZID
DPYSL2,ENSG00000092964,1808
DPYSL3,ENSG00000113657,1809
DPYSL4,ENSG00000151640,10570
DPYSL5,ENSG00000157851,56896
DQX1,ENSG00000144045,165545
DR1,ENSG00000117505,1810
DRAIC,ENSG00000245750,145837
DRAM1,ENSG00000136048,55332
DRAM2,ENSG00000156171,128338
DRAP1,ENSG00000175550,10589
DRAXIN,ENSG00000162490,374946
DRC1,ENSG00000157856,92749
DRC12,ENSG00000248712,283152
DRC3,ENSG00000171962,83450
DRC7,ENSG00000159625,84229
DRD1,ENSG00000184845,1812
DRD2,ENSG00000149295,1813
DRD4,ENSG00000069696,1815
DRG1,ENSG00000185721,4733
DRG2,ENSG00000108591,1819
DRICH1,ENSG00000189269,51233
DROSHA,ENSG00000113360,29102
DRP2,ENSG00000102385,1821
DSC1,ENSG00000134765,1823
DSC2,ENSG00000134755,1824
DSC3,ENSG00000134762,1825
DSCAM,ENSG00000171587,1826
DSCAM-AS1,ENSG00000235123,100506492
DSCAML1,ENSG00000177103,57453
DSCC1,ENSG00000136982,79075
DSCR9,ENSG00000230366,257203
DSE,ENSG00000111817,29940
DSEL,ENSG00000171451,92126
DSG1,ENSG00000134760,1828
DSG2,ENSG00000046604,1829
DSG2-AS1,ENSG00000264859,100652770
DSG3,ENSG00000134757,1830
DSN1,ENSG00000149636,79980
DSP,ENSG00000096696,1832
DSP-AS1,ENSG00000261189,101928076
DST,ENSG00000151914,667
DSTN,ENSG00000125868,11034
DSTNP3,ENSG00000253833,100287016
DSTYK,ENSG00000133059,25778
DTD1,ENSG00000125821,92675
DTD2,ENSG00000129480,112487
DTHD1,ENSG00000197057,401124
DTL,ENSG00000143476,51514
DTNA,ENSG00000134769,1837
DTNB,ENSG00000138101,1838
DTNBP1,ENSG00000047579,84062
DTWD1,ENSG00000104047,56986
DTWD2,ENSG00000169570,285605
DTX1,ENSG00000135144,1840
DTX2,ENSG00000091073,113878
DTX2P1-UPK3BP1-PMS2P11,ENSG00000265479,441263
DTX3,ENSG00000178498,196403
DTX3L,ENSG00000163840,151636
DTX4,ENSG00000110042,23220
DTYMK,ENSG00000168393,1841
DUBR,ENSG00000243701,344595
DUOX1,ENSG00000137857,53905
DUOX2,ENSG00000140279,50506
DUOXA1,ENSG00000140254,90527
DUOXA2,ENSG00000140274,405753
DUS1L,ENSG00000169718,64118
DUS2,ENSG00000167264,54920
DUS3L,ENSG00000141994,56931
DUS4L,ENSG00000105865,11062
DUS4L-BCAP29,ENSG00000288558,115253422
DUSP1,ENSG00000120129,1843
DUSP10,ENSG00000143507,11221
DUSP11,ENSG00000144048,8446
DUSP12,ENSG00000081721,11266
DUSP13B,ENSG00000079393,51207
DUSP14,ENSG00000276023,11072
DUSP15,ENSG00000149599,128853
DUSP16,ENSG00000111266,80824
DUSP18,ENSG00000167065,150290
DUSP19,ENSG00000162999,142679
DUSP2,ENSG00000158050,1844
DUSP22,ENSG00000112679,56940
DUSP23,ENSG00000158716,54935
DUSP26,ENSG00000133878,78986
DUSP28,ENSG00000188542,285193
DUSP3,ENSG00000108861,1845
DUSP4,ENSG00000120875,1846
DUSP5,ENSG00000138166,1847
DUSP6,ENSG00000139318,1848
DUSP7,ENSG00000164086,1849
DUSP8,ENSG00000184545,1850
DUSP9,ENSG00000130829,1852
DUT,ENSG00000128951,1854
DUT-AS1,ENSG00000259488,107984757
DUTP6,ENSG00000225171,100873912
DUX4L27,ENSG00000258794,100131369
DUX4L37,ENSG00000283020,107080108
DUXAP8,ENSG00000206195,503637
DUXB,ENSG00000282757,100033411
DVL1,ENSG00000107404,1855
DVL2,ENSG00000004975,1856
DVL3,ENSG00000161202,1857
DXO,ENSG00000204348,1797
DYDC2,ENSG00000133665,84332
DYM,ENSG00000141627,54808
DYM-AS1,ENSG00000264269,100129878
DYNC1H1,ENSG00000197102,1778
DYNC1I1,ENSG00000158560,1780
DYNC1I2,ENSG00000077380,1781
DYNC1I2P1,ENSG00000225137,728532
DYNC1LI1,ENSG00000144635,51143
DYNC1LI2,ENSG00000135720,1783
DYNC1LI2-DT,ENSG00000246777,106699570
DYNC2H1,ENSG00000187240,79659
DYNC2I1,ENSG00000126870,55112
DYNC2I2,ENSG00000119333,89891
DYNC2LI1,ENSG00000138036,51626
DYNLL1,ENSG00000088986,8655
DYNLL2,ENSG00000264364,140735
DYNLRB1,ENSG00000125971,83658
DYNLRB2,ENSG00000168589,83657
DYNLT1,ENSG00000146425,6993
DYNLT2,ENSG00000184786,6991
DYNLT2B,ENSG00000213123,255758
DYNLT3,ENSG00000165169,6990
DYNLT4,ENSG00000188396,343521
DYNLT5,ENSG00000152760,200132
DYRK1A,ENSG00000157540,1859
DYRK1B,ENSG00000105204,9149
DYRK2,ENSG00000127334,8445
DYRK3,ENSG00000143479,8444
DYRK3-AS1,ENSG00000237605,105372876
DYRK4,ENSG00000010219,8798
DYSF,ENSG00000135636,8291
DZANK1,ENSG00000089091,55184
DZIP1,ENSG00000134874,22873
DZIP1L,ENSG00000158163,199221
DZIP3,ENSG00000198919,9666
E2F1,ENSG00000101412,1869
E2F2,ENSG00000007968,1870
E2F3,ENSG00000112242,1871
E2F4,ENSG00000205250,1874
E2F5,ENSG00000133740,1875
E2F5-DT,ENSG00000260493,102723322
E2F6,ENSG00000169016,1876
E2F7,ENSG00000165891,144455
E2F8,ENSG00000129173,79733
E4F1,ENSG00000167967,1877
EAF1,ENSG00000144597,85403
EAF2,ENSG00000145088,55840
EAPP,ENSG00000129518,55837
EARS2,ENSG00000103356,124454
EBAG9,ENSG00000147654,9166
EBAG9P1,ENSG00000233690,100422254
EBF1,ENSG00000164330,1879
EBF2,ENSG00000221818,64641
EBF3,ENSG00000108001,253738
EBF4,ENSG00000088881,57593
EBI3,ENSG00000105246,10148
EBLN2,ENSG00000255423,55096
EBLN3P,ENSG00000281649,100506710
EBNA1BP2,ENSG00000117395,10969
EBP,ENSG00000147155,10682
EBPL,ENSG00000123179,84650
ECD,ENSG00000122882,11319
ECE1,ENSG00000117298,1889
ECE1-AS1,ENSG00000231105,100506801
ECEL1,ENSG00000171551,9427
ECH1,ENSG00000104823,1891
ECHDC1,ENSG00000093144,55862
ECHDC2,ENSG00000121310,55268
ECHDC3,ENSG00000134463,79746
ECHS1,ENSG00000127884,1892
ECI1,ENSG00000167969,1632
ECI1-AS1,ENSG00000261663,123706507
ECI2,ENSG00000198721,10455
ECI2-DT,ENSG00000234817,100507506
ECM1,ENSG00000143369,1893
ECM2,ENSG00000106823,1842
ECPAS,ENSG00000136813,23392
ECRG4,ENSG00000119147,84417
ECSCR,ENSG00000249751,641700
ECSIT,ENSG00000130159,51295
ECT2,ENSG00000114346,1894
ECT2L,ENSG00000203734,345930
EDA,ENSG00000158813,1896
EDA2R,ENSG00000131080,60401
EDAR,ENSG00000135960,10913
EDARADD,ENSG00000186197,128178
EDC3,ENSG00000179151,80153
EDC4,ENSG00000038358,23644
EDDM13,ENSG00000267710,100506374
EDDM3B,ENSG00000181552,64184
EDEM1,ENSG00000134109,9695
EDEM2,ENSG00000088298,55741
EDEM3,ENSG00000116406,80267
EDF1,ENSG00000107223,8721
EDIL3,ENSG00000164176,10085
EDIL3-DT,ENSG00000250320,105379057
EDN1,ENSG00000078401,1906
EDN2,ENSG00000127129,1907
EDN3,ENSG00000124205,1908
EDNRA,ENSG00000151617,1909
EDNRB,ENSG00000136160,1910
EDRF1,ENSG00000107938,26098
EDRF1-AS1,ENSG00000236991,101927983
EDRF1-DT,ENSG00000224023,399821
EEA1,ENSG00000102189,8411
EED,ENSG00000074266,8726
EEF1A1,ENSG00000156508,1915
EEF1A1P10,ENSG00000243746,100421829
EEF1A1P14,ENSG00000233057,647167
EEF1A1P16,ENSG00000213235,387845
EEF1A1P17,ENSG00000257907,401717
EEF1A1P19,ENSG00000249855,100421796
EEF1A1P22,ENSG00000259612,645693
EEF1A1P23,ENSG00000236297,100421815
EEF1A1P24,ENSG00000223668,645715
EEF1A1P25,ENSG00000241429,646612
EEF1A1P28,ENSG00000237709,442709
EEF1A1P3,ENSG00000232587,100421865
EEF1A1P35,ENSG00000250144,389223
EEF1A1P4,ENSG00000245205,100421854
EEF1A1P46,ENSG00000215899,441880
EEF1A1P8,ENSG00000223529,389179
EEF1A2,ENSG00000101210,1917
EEF1AKMT1,ENSG00000150456,221143
EEF1AKMT2,ENSG00000203791,399818
EEF1AKMT3,ENSG00000123427,25895
EEF1AKMT4,ENSG00000284753,110599564
EEF1B2,ENSG00000114942,1933
EEF1B2P2,ENSG00000213864,1934
EEF1B2P3,ENSG00000232472,644820
EEF1B2P6,ENSG00000213261,647030
EEF1D,ENSG00000104529,1936
EEF1DP1,ENSG00000228887,126037
EEF1DP4,ENSG00000213640,442325
EEF1DP5,ENSG00000213130,442258
EEF1E1,ENSG00000124802,9521
EEF1GP5,ENSG00000234785,642357
EEF2,ENSG00000167658,1938
EEF2K,ENSG00000103319,29904
EEF2KMT,ENSG00000118894,196483
EEFSEC,ENSG00000132394,60678
EEIG1,ENSG00000167106,399665
EEIG2,ENSG00000162636,284611
EEPD1,ENSG00000122547,80820
EFCAB10,ENSG00000185055,100130771
EFCAB10-AS1,ENSG00000272604,127138863
EFCAB11,ENSG00000140025,90141
EFCAB12,ENSG00000172771,90288
EFCAB13,ENSG00000178852,124989
EFCAB13-DT,ENSG00000263293,102724508
EFCAB14,ENSG00000159658,9813
EFCAB2,ENSG00000203666,84288
EFCAB5,ENSG00000176927,374786
EFCAB6,ENSG00000186976,64800
EFCAB7,ENSG00000203965,84455
EFCAB8,ENSG00000215529,388795
EFCC1,ENSG00000114654,79825
EFEMP1,ENSG00000115380,2202
EFEMP2,ENSG00000172638,30008
EFHB,ENSG00000163576,151651
EFHC1,ENSG00000096093,114327
EFHC2,ENSG00000183690,80258
EFHD1,ENSG00000115468,80303
EFHD2,ENSG00000142634,79180
EFHD2-AS1,ENSG00000228140,101927441
EFL1,ENSG00000140598,79631
EFNA1,ENSG00000169242,1942
EFNA2,ENSG00000099617,1943
EFNA3,ENSG00000143590,1944
EFNA4,ENSG00000243364,1945
EFNA5,ENSG00000184349,1946
EFNB1,ENSG00000090776,1947
EFNB2,ENSG00000125266,1948
EFNB3,ENSG00000108947,1949
EFR3A,ENSG00000132294,23167
EFR3B,ENSG00000084710,22979
EFS,ENSG00000100842,10278
EFTUD2,ENSG00000108883,9343
EGF,ENSG00000138798,1950
EGFL6,ENSG00000198759,25975
EGFL7,ENSG00000172889,51162
EGFL8,ENSG00000241404,80864
EGFLAM,ENSG00000164318,133584
EGFR,ENSG00000146648,1956
EGLN1,ENSG00000135766,54583
EGLN2,ENSG00000269858,112398
EGLN3,ENSG00000129521,112399
EGOT,ENSG00000235947,100126791
EGR1,ENSG00000120738,1958
EGR2,ENSG00000122877,1959
EGR3,ENSG00000179388,1960
EGR4,ENSG00000135625,1961
EHBP1,ENSG00000115504,23301
EHBP1-AS1,ENSG00000231609,100132215
EHBP1L1,ENSG00000173442,254102
EHD1,ENSG00000110047,10938
EHD2,ENSG00000024422,30846
EHD3,ENSG00000013016,30845
EHD4,ENSG00000103966,30844
EHD4-AS1,ENSG00000259883,101928363
EHF,ENSG00000135373,26298
EHHADH,ENSG00000113790,1962
EHMT1,ENSG00000181090,79813
EHMT2,ENSG00000204371,10919
EHMT2-AS1,ENSG00000237080,107986588
EI24,ENSG00000149547,9538
EID1,ENSG00000255302,23741
EID2,ENSG00000176396,163126
EID2B,ENSG00000176401,126272
EID3,ENSG00000255150,493861
EIF1,ENSG00000173812,10209
EIF1AD,ENSG00000175376,84285
EIF1AX,ENSG00000173674,1964
EIF1B,ENSG00000114784,10289
EIF1B-AS1,ENSG00000280739,440952
EIF2A,ENSG00000144895,83939
EIF2AK1,ENSG00000086232,27102
EIF2AK2,ENSG00000055332,5610
EIF2AK3,ENSG00000172071,9451
EIF2AK3-DT,ENSG00000234028,101928403
EIF2AK4,ENSG00000128829,440275
EIF2B1,ENSG00000111361,1967
EIF2B2,ENSG00000119718,8892
EIF2B3,ENSG00000070785,8891
EIF2B4,ENSG00000115211,8890
EIF2B5,ENSG00000145191,8893
EIF2D,ENSG00000143486,1939
EIF2S1,ENSG00000134001,1965
EIF2S2,ENSG00000125977,8894
EIF2S3,ENSG00000130741,1968
EIF2S3B,ENSG00000180574,255308
EIF3A,ENSG00000107581,8661
EIF3B,ENSG00000106263,8662
EIF3C,ENSG00000184110,8663
EIF3CL,ENSG00000184110,728689
EIF3D,ENSG00000100353,8664
EIF3E,ENSG00000104408,3646
EIF3EP3,ENSG00000277998,100462836
EIF3F,ENSG00000175390,8665
EIF3FP3,ENSG00000233426,339799
EIF3G,ENSG00000130811,8666
EIF3H,ENSG00000147677,8667
EIF3I,ENSG00000084623,8668
EIF3J,ENSG00000104131,8669
EIF3J-DT,ENSG00000179523,645212
EIF3K,ENSG00000178982,27335
EIF3L,ENSG00000100129,51386
EIF3LP2,ENSG00000233837,143341
EIF3M,ENSG00000149100,10480
EIF4A1,ENSG00000161960,1973
EIF4A1P10,ENSG00000229132,100421533
EIF4A1P2,ENSG00000235001,359792
EIF4A1P4,ENSG00000257790,728698
EIF4A2,ENSG00000156976,1974
EIF4A3,ENSG00000141543,9775
EIF4B,ENSG00000063046,1975
EIF4BP3,ENSG00000224546,100128771
EIF4E,ENSG00000151247,1977
EIF4E1B,ENSG00000175766,253314
EIF4E2,ENSG00000135930,9470
EIF4E3,ENSG00000163412,317649
EIF4EBP1,ENSG00000187840,1978
EIF4EBP2,ENSG00000148730,1979
EIF4EBP3,ENSG00000243056,8637
EIF4ENIF1,ENSG00000184708,56478
EIF4G1,ENSG00000114867,1981
EIF4G2,ENSG00000110321,1982
EIF4G3,ENSG00000075151,8672
EIF4H,ENSG00000106682,7458
EIF5,ENSG00000100664,1983
EIF5A,ENSG00000132507,1984
EIF5A2,ENSG00000163577,56648
EIF5AL1,ENSG00000253626,143244
EIF5B,ENSG00000158417,9669
EIF6,ENSG00000242372,3692
EIPR1,ENSG00000032389,7260
ELAC1,ENSG00000141642,55520
ELAC2,ENSG00000006744,60528
ELANE,ENSG00000197561,1991
ELAPOR1,ENSG00000116299,57535
ELAPOR2,ENSG00000164659,222223
ELAVL1,ENSG00000066044,1994
ELAVL2,ENSG00000107105,1993
ELAVL3,ENSG00000196361,1995
ELAVL4,ENSG00000162374,1996
ELF1,ENSG00000120690,1997
ELF2,ENSG00000109381,1998
ELF3,ENSG00000163435,1999
ELF4,ENSG00000102034,2000
ELF5,ENSG00000135374,2001
ELFN1,ENSG00000225968,392617
ELFN1-AS1,ENSG00000236081,101927125
ELFN2,ENSG00000166897,114794
ELK1,ENSG00000126767,2002
ELK3,ENSG00000111145,2004
ELK4,ENSG00000158711,2005
ELL,ENSG00000105656,8178
ELL2,ENSG00000118985,22936
ELL3,ENSG00000128886,80237
ELMO1,ENSG00000155849,9844
ELMO2,ENSG00000062598,63916
ELMO3,ENSG00000102890,79767
ELMOD1,ENSG00000110675,55531
ELMOD2,ENSG00000179387,255520
ELMOD3,ENSG00000115459,84173
ELN,ENSG00000049540,2006
ELN-AS1,ENSG00000232415,107986809
ELOA,ENSG00000011007,6924
ELOA-AS1,ENSG00000236810,100506963
ELOB,ENSG00000103363,6923
ELOC,ENSG00000154582,6921
ELOF1,ENSG00000130165,84337
ELOVL1,ENSG00000066322,64834
ELOVL2,ENSG00000197977,54898
ELOVL2-AS1,ENSG00000230314,100506409
ELOVL3,ENSG00000119915,83401
ELOVL4,ENSG00000118402,6785
ELOVL5,ENSG00000012660,60481
ELOVL6,ENSG00000170522,79071
ELOVL7,ENSG00000164181,79993
ELP1,ENSG00000070061,8518
ELP2,ENSG00000134759,55250
ELP3,ENSG00000134014,55140
ELP4,ENSG00000109911,26610
ELP5,ENSG00000170291,23587
ELP6,ENSG00000163832,54859
EMB,ENSG00000170571,133418
EMC1,ENSG00000127463,23065
EMC1-AS1,ENSG00000230424,101927895
EMC10,ENSG00000161671,284361
EMC2,ENSG00000104412,9694
EMC3,ENSG00000125037,55831
EMC4,ENSG00000128463,51234
EMC6,ENSG00000127774,83460
EMC7,ENSG00000134153,56851
EMC8,ENSG00000131148,10328
EMC9,ENSG00000100908,51016
EMCN,ENSG00000164035,51705
EMD,ENSG00000102119,2010
EME1,ENSG00000154920,146956
EME2,ENSG00000197774,197342
EMG1,ENSG00000126749,10436
EMID1,ENSG00000186998,129080
EMILIN1,ENSG00000138080,11117
EMILIN2,ENSG00000132205,84034
EMILIN3,ENSG00000183798,90187
EML1,ENSG00000066629,2009
EML2,ENSG00000125746,24139
EML3,ENSG00000149499,256364
EML4,ENSG00000143924,27436
EML5,ENSG00000165521,161436
EML6,ENSG00000214595,400954
EMP1,ENSG00000134531,2012
EMP2,ENSG00000213853,2013
EMP3,ENSG00000142227,2014
EMSY,ENSG00000158636,56946
EMSY-DT,ENSG00000255135,124902718
EMX1,ENSG00000135638,2016
EMX2,ENSG00000170370,2018
EMX2OS,ENSG00000229847,196047
EN1,ENSG00000163064,2019
EN2,ENSG00000164778,2020
ENAH,ENSG00000154380,55740
ENC1,ENSG00000171617,8507
ENDOD1,ENSG00000149218,23052
ENDOG,ENSG00000167136,2021
ENDOU,ENSG00000111405,8909
ENDOV,ENSG00000173818,284131
ENG,ENSG00000106991,2022
ENGASE,ENSG00000167280,64772
ENHO,ENSG00000168913,375704
ENKD1,ENSG00000124074,84080
ENKUR,ENSG00000151023,219670
ENO1,ENSG00000074800,2023
ENO1-AS1,ENSG00000230679,100505975
ENO2,ENSG00000111674,2026
ENO3,ENSG00000108515,2027
ENO4,ENSG00000188316,387712
ENOPH1,ENSG00000145293,58478
ENOSF1,ENSG00000132199,55556
ENOX1,ENSG00000120658,55068
ENOX2,ENSG00000165675,10495
ENPEP,ENSG00000138792,2028
ENPP1,ENSG00000197594,5167
ENPP2,ENSG00000136960,5168
ENPP3,ENSG00000154269,5169
ENPP4,ENSG00000001561,22875
ENPP5,ENSG00000112796,59084
ENPP6,ENSG00000164303,133121
ENPP7P10,ENSG00000249767,100421805
ENPP7P11,ENSG00000250942,100421806
ENPP7P15,ENSG00000284605,121832813
ENPP7P4,ENSG00000241278,100421816
ENSA,ENSG00000143420,2029
ENTHD1,ENSG00000176177,150350
ENTPD1,ENSG00000138185,953
ENTPD1-AS1,ENSG00000226688,728558
ENTPD2,ENSG00000054179,954
ENTPD3,ENSG00000168032,956
ENTPD3-AS1,ENSG00000280739,285266
ENTPD4,ENSG00000197217,9583
ENTPD5,ENSG00000187097,957
ENTPD6,ENSG00000197586,955
ENTPD7,ENSG00000198018,57089
ENTPD8,ENSG00000188833,377841
ENTR1,ENSG00000165689,10807
ENTREP1,ENSG00000135063,9413
ENTREP2,ENSG00000104059,23359
ENTREP3,ENSG00000160767,10712
ENY2,ENSG00000120533,56943
EOGT,ENSG00000163378,285203
EOLA1,ENSG00000197620,91966
EOLA1-DT,ENSG00000241769,100131434
EOLA2,ENSG00000197021,541578
EOLA2-DT,ENSG00000235703,100272228
EOMES,ENSG00000163508,8320
EP300,ENSG00000100393,2033
EP400,ENSG00000183495,57634
EPAS1,ENSG00000116016,2034
EPB41,ENSG00000159023,2035
EPB41L1,ENSG00000088367,2036
EPB41L2,ENSG00000079819,2037
EPB41L3,ENSG00000082397,23136
EPB41L4A,ENSG00000129595,64097
EPB41L4A-DT,ENSG00000278921,54508
EPB41L4B,ENSG00000095203,54566
EPB41L5,ENSG00000115109,57669
EPC1,ENSG00000120616,80314
EPC2,ENSG00000135999,26122
EPCAM,ENSG00000119888,4072
EPCAM-DT,ENSG00000234690,101927043
EPCIP,ENSG00000205929,56245
EPDR1,ENSG00000086289,54749
EPG5,ENSG00000152223,57724
EPGN,ENSG00000182585,255324
EPHA1,ENSG00000146904,2041
EPHA1-AS1,ENSG00000229153,285965
EPHA10,ENSG00000183317,284656
EPHA2,ENSG00000142627,1969
EPHA3,ENSG00000044524,2042
EPHA4,ENSG00000116106,2043
EPHA5,ENSG00000145242,2044
EPHA6,ENSG00000080224,285220
EPHA7,ENSG00000135333,2045
EPHA8,ENSG00000070886,2046
EPHB1,ENSG00000154928,2047
EPHB2,ENSG00000133216,2048
EPHB3,ENSG00000182580,2049
EPHB4,ENSG00000196411,2050
EPHB6,ENSG00000106123,2051
EPHX1,ENSG00000143819,2052
EPHX2,ENSG00000120915,2053
EPHX3,ENSG00000105131,79852
EPHX4,ENSG00000172031,253152
EPIC1,ENSG00000224271,284930
EPIST,ENSG00000249082,101927953
EPM2A,ENSG00000112425,7957
EPM2A-DT,ENSG00000235652,100507557
EPM2AIP1,ENSG00000178567,9852
EPN1,ENSG00000063245,29924
EPN2,ENSG00000072134,22905
EPN2-AS1,ENSG00000235397,100874018
EPN3,ENSG00000049283,55040
EPO,ENSG00000130427,2056
EPOP,ENSG00000273604,100170841
EPOR,ENSG00000187266,2057
EPPK1,ENSG00000261150,83481
EPRS1,ENSG00000136628,2058
EPS15,ENSG00000085832,2060
EPS15-AS1,ENSG00000227070,105378720
EPS15L1,ENSG00000127527,58513
EPS8,ENSG00000151491,2059
EPS8L1,ENSG00000131037,54869
EPS8L2,ENSG00000177106,64787
EPS8L3,ENSG00000198758,79574
EPSTI1,ENSG00000133106,94240
EPX,ENSG00000121053,8288
EPYC,ENSG00000083782,1833
ERAL1,ENSG00000132591,26284
ERAP1,ENSG00000164307,51752
ERAP2,ENSG00000164308,64167
ERBB2,ENSG00000141736,2064
ERBB3,ENSG00000065361,2065
ERBB4,ENSG00000178568,2066
ERBIN,ENSG00000112851,55914
ERC1,ENSG00000082805,23085
ERC2,ENSG00000187672,26059
ERCC1,ENSG00000012061,2067
ERCC2,ENSG00000104884,2068
ERCC3,ENSG00000163161,2071
ERCC4,ENSG00000175595,2072
ERCC5,ENSG00000134899,2073
ERCC6,ENSG00000225830,2074
ERCC6L,ENSG00000186871,54821
ERCC6L2,ENSG00000182150,375748
ERCC6L2-AS1,ENSG00000175611,100128782
ERCC8,ENSG00000049167,1161
EREG,ENSG00000124882,2069
ERF,ENSG00000105722,2077
ERFE,ENSG00000178752,151176
ERFL,ENSG00000268041,390937
ERG,ENSG00000157554,2078
ERG28,ENSG00000133935,11161
ERGIC1,ENSG00000113719,57222
ERGIC2,ENSG00000087502,51290
ERGIC3,ENSG00000125991,51614
ERH,ENSG00000100632,2079
ERI1,ENSG00000104626,90459
ERI2,ENSG00000196678,112479
ERI3,ENSG00000117419,79033
ERI3-IT1,ENSG00000233602,100874278
ERICH1,ENSG00000104714,157697
ERICH2,ENSG00000204334,285141
ERICH2-DT,ENSG00000234350,101926913
ERICH3,ENSG00000178965,127254
ERICH5,ENSG00000177459,203111
ERICH6,ENSG00000163645,131831
ERICH6-AS1,ENSG00000240137,101928085
ERICH6B,ENSG00000165837,220081
ERLEC1,ENSG00000068912,27248
ERLIN1,ENSG00000107566,10613
ERLIN2,ENSG00000147475,11160
ERLNC1,ENSG00000230550,101929441
ERMAP,ENSG00000164010,114625
ERMARD,ENSG00000130023,55780
ERMN,ENSG00000136541,57471
ERMP1,ENSG00000099219,79956
ERN1,ENSG00000178607,2081
ERN2,ENSG00000134398,10595
ERO1A,ENSG00000197930,30001
ERO1B,ENSG00000086619,56605
ERP27,ENSG00000139055,121506
ERP29,ENSG00000089248,10961
ERP44,ENSG00000023318,23071
ERRFI1,ENSG00000116285,54206
ERV3-1,ENSG00000213462,2086
ERV3-1-ZNF117,ENSG00000152926,109504726
ERVFRD-1,ENSG00000244476,405754
ERVH48-1,ENSG00000233056,90625
ERVK3-1,ENSG00000142396,105372481
ERVMER34-1,ENSG00000226887,100288413
ERVV-1,ENSG00000269526,147664
ERVV-2,ENSG00000268964,100271846
ERVW-1,ENSG00000242950,30816
ESAM,ENSG00000149564,90952
ESAM-AS1,ENSG00000250073,101929340
ESCO1,ENSG00000141446,114799
ESCO2,ENSG00000171320,157570
ESD,ENSG00000139684,2098
ESF1,ENSG00000089048,51575
ESM1,ENSG00000164283,11082
ESPL1,ENSG00000135476,9700
ESPN,ENSG00000187017,83715
ESPNL,ENSG00000144488,339768
ESR1,ENSG00000091831,2099
ESR2,ENSG00000140009,2100
ESRP1,ENSG00000104413,54845
ESRP2,ENSG00000103067,80004
ESRRA,ENSG00000173153,2101
ESRRB,ENSG00000119715,2103
ESRRG,ENSG00000196482,2104
ESS2,ENSG00000100056,8220
ESYT1,ENSG00000139641,23344
ESYT2,ENSG00000117868,57488
ESYT3,ENSG00000158220,83850
ETAA1,ENSG00000143971,54465
ETF1,ENSG00000120705,2107
ETFA,ENSG00000140374,2108
ETFB,ENSG00000105379,2109
ETFBKMT,ENSG00000139160,254013
ETFDH,ENSG00000171503,2110
ETFRF1,ENSG00000205707,144363
ETHE1,ENSG00000105755,23474
ETNK1,ENSG00000139163,55500
ETNK2,ENSG00000143845,55224
ETNPPL,ENSG00000164089,64850
ETS1,ENSG00000134954,2113
ETS2,ENSG00000157557,2114
ETV1,ENSG00000006468,2115
ETV2,ENSG00000105672,2116
ETV3,ENSG00000117036,2117
ETV3L,ENSG00000253831,440695
ETV4,ENSG00000175832,2118
ETV5,ENSG00000244405,2119
ETV6,ENSG00000139083,2120
ETV7,ENSG00000010030,51513
EVA1A,ENSG00000115363,84141
EVA1C,ENSG00000166979,59271
EVA1CP5,ENSG00000244699,122149298
EVC,ENSG00000072840,2121
EVC2,ENSG00000173040,132884
EVI2A,ENSG00000126860,2123
EVI2B,ENSG00000185862,2124
EVI5,ENSG00000067208,7813
EVI5L,ENSG00000142459,115704
EVL,ENSG00000196405,51466
EVPL,ENSG00000167880,2125
EVX1,ENSG00000106038,2128
EWSAT1,ENSG00000212766,283673
EWSR1,ENSG00000182944,2130
EXD1,ENSG00000178997,161829
EXD2,ENSG00000081177,55218
EXD3,ENSG00000187609,54932
EXO1,ENSG00000174371,9156
EXO5,ENSG00000164002,64789
EXOC1,ENSG00000090989,55763
EXOC2,ENSG00000112685,55770
EXOC3,ENSG00000180104,11336
EXOC3L1,ENSG00000179044,283849
EXOC3L2,ENSG00000283632,90332
EXOC3L4,ENSG00000205436,91828
EXOC4,ENSG00000131558,60412
EXOC5,ENSG00000070367,10640
EXOC6,ENSG00000138190,54536
EXOC6B,ENSG00000144036,23233
EXOC7,ENSG00000182473,23265
EXOC8,ENSG00000116903,149371
EXOG,ENSG00000157036,9941
EXOSC1,ENSG00000171311,51013
EXOSC10,ENSG00000171824,5394
EXOSC10-AS1,ENSG00000230337,105376736
EXOSC2,ENSG00000130713,23404
EXOSC3,ENSG00000107371,51010
EXOSC4,ENSG00000178896,54512
EXOSC5,ENSG00000077348,56915
EXOSC6,ENSG00000223496,118460
EXOSC7,ENSG00000075914,23016
EXOSC8,ENSG00000120699,11340
EXOSC9,ENSG00000123737,5393
EXPH5,ENSG00000110723,23086
EXT1,ENSG00000182197,2131
EXT2,ENSG00000151348,2132
EXTL1,ENSG00000158008,2134
EXTL2,ENSG00000162694,2135
EXTL3,ENSG00000012232,2137
EXTL3-AS1,ENSG00000246339,101929402
EYA1,ENSG00000104313,2138
EYA2,ENSG00000064655,2139
EYA3,ENSG00000158161,2140
EYA4,ENSG00000112319,2070
EYS,ENSG00000188107,346007
EZH1,ENSG00000108799,2145
EZH2,ENSG00000106462,2146
EZR,ENSG00000092820,7430
F10,ENSG00000126218,2159
F11R,ENSG00000158769,50848
F12,ENSG00000131187,2161
F13A1,ENSG00000124491,2162
F2R,ENSG00000181104,2149
F2RL1,ENSG00000164251,2150
F2RL2,ENSG00000164220,2151
F2RL3,ENSG00000127533,9002
F3,ENSG00000117525,2152
F5,ENSG00000198734,2153
F7,ENSG00000057593,2155
F8,ENSG00000185010,2157
FA2H,ENSG00000103089,79152
